"NUM","CODE","Country","Continent","Cluster","Human_population_2010","Cov","Cov_L","Cov_U","mRP","lRP","uRP","Coverage","HDI","pop","PP","PPl","PPu","BI","BI_L","BI_U","LL","LLpc","LLpcU","LLpcL","L.cost.per","NTVcost","HRIGcost","ERIGcost","TCVcost","Num.1","Code","RISK","NTV","TCV_IM","TCV_ID","HRIG","ERIG","SMP","SMB","ND_NTV","ND_IM","ND_ID","NC_NTV","NC_IM","NC_ID","NTRAV","TRAV_U","TRAV_R","WK_LOST","DVAC","DVAC_C","DSTE","DSTE_C","DKIL","DKIL_C","CAT","CAT_C","TEST","TEST_C","CODE_GDP","GDP.US.","US..I.","FIRST_CONSULT","SUB_CONSULT","WHO","TRAVEL"
129,"ARE","United Arab Emirates","Asia","MiddleEast",4709000,NA,0.085,0.285,0.502641784604228,0.428394385531704,0.56065301271889,0.185,0.846,4709000,0.999540135583246,0.998861000453174,0.999823436974282,0.0009022,0.00046,0.0017386,120.111830284991,2.55068656370761e-05,1.47455331561262e-05,7.9055182167342e-05,1000,0.379489713,185.1917944,65.48911272,30.29641612,129,"ARE",1,0,1,0,0.094523924,0.283571772,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0.005213094,0.5,5.21309e-06,5.21309e-06,5.21309e-05,5,1.58458e-05,700,1.04205e-05,16,"ARE",59716.851,1.223183153,52.23130533,38.28353064,"EMRB",0.020723629
130,"UZB","Uzbekistan","Asia","Eurasia",27793000,0.40333897,0.30333897,0.50333897,0.276890349338082,0.235989674351774,0.308847002585379,0.40333897,0.641,27793000,0.993020474152047,0.989298054836915,0.995702769996388,0.001952542,0.0010548,0.0066513,146.74474232347,5.27991732894866e-06,1.48439094733955e-05,3.5598183173598e-06,763.266666666667,0.379489713,234.0454485,27.32788137,2.581397556,130,"UZB",1,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0.035980283,0.7,5.74413e-05,5.74413e-05,0.009714676,5,4.76698e-06,700,1.77182e-05,16,"UZB",1380.246,0.454141825,1.595133167,1.169103812,"EURB",0.022842735
131,"VNM","Viet Nam","Asia","Asia_2",89029000,0.25,0.1,0.5,0.428785458557413,0.365447697883427,0.478272731224585,0.25,0.593,89029000,0.986866982089357,0.980525948560437,0.991231231569206,0.003783,0.001325,0.0118826,908.175167095485,1.02008914746373e-05,8.98931811135676e-06,2.10543369733953e-05,763.266666666667,0.379489713,234.0454485,36.84426886,14.70995359,131,"VNM",1,0,1,0,0,0.056893339,NA,NA,14,5,5,NA,NA,NA,5,10,100,NA,0.015725213,1.2,7.97094e-06,7.97094e-06,7.97094e-05,5,1.14981e-05,500,1.18826e-07,16,"VNM",1173.548,0.374500301,2.006802107,1.471601278,"WPRB",0.012354534
132,"YEM","Yemen","Asia","MiddleEast",24258000,NA,0.085,0.285,0.502641784604228,0.428394385531704,0.56065301271889,0.185,0.462,24258000,0.929379881734322,0.886260826283046,0.956062216741646,0.0009022,0.00046,0.0017386,1078.18031185234,4.44463810640752e-05,2.56944775173585e-05,0.000137755724348668,1000,0.379489713,185.1917944,65.48911272,25.06713781375,132,"YEM",1,0,1,0,0.094523924,0.283571772,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0.005213094,0.5,5.21309e-06,5.21309e-06,5.21309e-05,5,2.76117e-05,700,1.77261e-05,16,"YEM",1281.807,0.493306265,4.368872243,3.20554264,"EMRD",0.015696022
133,"ALB","Albania","Europe","EasternEurope",3169000,NA,0.367,0.567,0.223159701262248,0.190195813451827,0.248915157200153,0.467,0.739,3169000,0.998094489343212,0.996472569795415,0.999055050666523,0.0008416,0.0001529,0.0023545,5.83446570389206,1.84110624925594e-06,9.17353221102905e-06,7.14805090257212e-07,2556,0.379489713,324.648512614286,67.6533444196,23.238522682,133,"ALB",1,0,1,0,0.073653893,0.22096168,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0.035883737,0.8,0.003588374,0.003588374,3.58837e-05,5,2.91422e-06,700,6.31114e-07,16,"ALB",3676.945,0.493319625,4.075920399,2.987320541,"EURB",0.03499743
134,"AND","Andorra","Europe","EU",83365,NA,NA,NA,NA,NA,NA,NA,0.838,83364.63508,0.999488537551585,0.998754552923589,0.999799994388711,0,0,0,NA,NA,NA,NA,763.266666666667,0.379489713,234.0454485,63.45479789,28.21771138,134,"AND",0,0,1,0,0,0,NA,NA,14,4,5,NA,NA,NA,4,10,50,NA,0.095050496,0.5,0.00950505,0.00950505,9.50505e-05,5,0,700,0,16,"FRA",41018.597,1.203701877,40.26382778,29.51326072,"EURA",0.108333169
135,"ARM","Armenia","Europe","EasternEurope",3091000,NA,0.367,0.567,0.223159701262248,0.190195813451827,0.248915157200153,0.467,0.716,3091000,0.997414415893368,0.995424632097388,0.998623239254909,0.0008416,0.0001529,0.0023545,4.28817194800178,1.38730894467867e-06,6.912432835314e-06,5.38619373985855e-07,2556,0.379489713,324.648512614286,67.6533444196,23.238522682,135,"ARM",1,0,1,0,0.073653893,0.22096168,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0.035883737,0.8,0.003588374,0.003588374,3.58837e-05,5,2.19592e-06,700,2.14304e-05,16,"ARM",2845.759,0.556918964,3.915761376,2.869936909,"EURB",0.040721912
136,"AUT","Austria","Europe","EU",8386000,NA,NA,NA,NA,NA,NA,NA,0.885,8386000,0.999726186662553,0.99925218040309,0.999905427304968,0,0,0,NA,NA,NA,NA,763.266666666667,0.379489713,234.0454485,63.45479789,28.21771138,136,"AUT",0,0,1,0,0,0,NA,NA,14,4,5,NA,NA,NA,4,10,50,NA,0.095050496,0.5,0.00950505,0.00950505,9.50505e-05,5,0,700,0,16,"AUT",44986.583,1.135046619,39.47757856,28.93694248,"EURA",0.114375924
137,"AZE","Azerbaijan","Europe","Eurasia",8932000,NA,0.111,0.311,0.472427927432171,0.402643548306825,0.526952093757865,0.211,0.731,8932000,0.997881029759006,0.996150662299835,0.998919240180375,0.0029012684,0.0010548,0.0066513,671.270135168393,7.51533962347059e-05,5.12118673755273e-05,0.000198767241344362,763.266666666667,0.379489713,234.0454485,27.32788137,2.581397556,137,"AZE",1,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0.005744133,0.7,5.74413e-05,5.74413e-05,5.74413e-05,5,3.49684e-06,700,3.47067e-06,16,"AZE",6008.248,0.598855285,5.767941119,4.227435106,"EURB",0.043188223
138,"BLR","Belarus","Europe","EasternEurope",9592000,NA,0.367,0.567,0.223159701262248,0.190195813451827,0.248915157200153,0.467,0.756,9592000,0.998479486285996,0.997059327213425,0.999273106362224,0.0008416,0.0001529,0.0023545,24.1747370934387,2.52030203226008e-06,1.25577064788105e-05,9.78501225756618e-07,2556,0.379489713,324.648512614286,67.6533444196,23.238522682,138,"BLR",1,0,1,0,0.073653893,0.22096168,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0.035883737,0.8,0.003588374,0.003588374,3.58837e-05,5,3.9893e-06,700,8.34028e-06,16,"BLR",5800.429,0.417017049,3.975457369,2.913153267,"EURC",0.014845957
139,"BEL","Belgium","Europe","EU",10700000,NA,NA,NA,NA,NA,NA,NA,0.886,10700000,0.999729803092553,0.999260054119164,0.999907042687681,0,0,0,NA,NA,NA,NA,763.266666666667,0.379489713,234.0454485,63.45479789,28.21771138,139,"BEL",0,0,1,0,0,0,NA,NA,14,4,5,NA,NA,NA,4,10,50,NA,0.095050496,0.5,0.00950505,0.00950505,9.50505e-05,5,0,700,0,16,"BEL",42630.113,1.180882197,39.36512662,28.85451556,"EURA",0.119558273
140,"BIH","Bosnia and Herzegovina","Europe","EasternEurope",3759000,NA,0.367,0.567,0.223159701262248,0.190195813451827,0.248915157200153,0.467,0.733,3759000,0.997936533506186,0.996232870423883,0.998955173725212,0.0008416,0.0001529,0.0023545,3.77535189530211,1.00435006525728e-06,5.00429439013109e-06,3.89936506562945e-07,2556,0.379489713,254.1609575,67.6533444196,20.96172846,140,"BIH",1,0,1,0,0.073653893,0.22096168,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0.035883737,0.8,0.003588374,0.003588374,3.58837e-05,5,1.58975e-06,700,5.32056e-07,16,"BIH",4318.677,0.554938597,3.477905281,2.549023746,"EURB",0.03769459
141,"BGR","Bulgaria","Europe","EasternEurope",7498000,NA,0.367,0.567,0.223159701262248,0.190195813451827,0.248915157200153,0.467,0.771,7498000,0.998754129664839,0.997496507431588,0.999418399200377,0.0008416,0.0001529,0.0023545,5.67445151645717,7.56795347620321e-07,3.77082338477623e-06,2.93823980544635e-07,2556,0.379489713,324.648512614286,67.6533444196,21.18182661,141,"BGR",1,0,1,0,0.073653893,0.22096168,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0.035883737,0.8,0.003588374,0.003588374,3.58837e-05,5,1.19791e-06,700,4.00107e-07,16,"BGR",6334.337,0.492900095,4.901101316,3.592111523,"EURB",0.035643953
142,"HRV","Croatia","Europe","EasternEurope",4410000,NA,0.367,0.567,0.223159701262248,0.190195813451827,0.248915157200153,0.467,0.796,4410000,0.99910621919522,0.998061175741068,0.999609295692247,0.0003968,0.0001529,0.0023545,3.58882657846536,8.13792874935455e-07,4.05482038548475e-06,3.15953133967148e-07,2556,0.379489713,217.4779327,67.6533444196,39.58650746,142,"HRV",1,0,1,0,0,0,NA,NA,14,4,5,NA,4,NA,3.5,10,50,NA,0.035883737,0.8,0.003588374,0.003588374,3.58837e-05,5,1.28812e-06,700,0.000184354,16,"HRV",13720.239,0.77587732,26.78433243,19.63283249,"EURA",0.075021127
143,"CYP","Cyprus","Europe","EasternEurope",880000,NA,0.367,0.567,0.223159701262248,0.190195813451827,0.248915157200153,0.467,0.84,880000,0.999501955679457,0.998782991655333,0.999805939464686,0.0008416,0.0001529,0.0023545,0,0,0,0,2556,0.379489713,324.648512614286,67.6533444196,23.238522682,143,"CYP",0,0,1,0,0.073653893,0.22096168,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0.035883737,0.8,0.003588374,0.003588374,3.58837e-05,5,0,700,2.14304e-05,16,"CYP",28236.971,0.999337302,17.40898546,12.76073228,"EURA",0.096871861
144,"CZE","Czech Republic","Europe","EasternEurope",10410000,NA,0.367,0.567,0.223159701262248,0.190195813451827,0.248915157200153,0.467,0.865,10410000,0.999642781220945,0.999074005337082,0.999869777546884,0.0008416,0.0001529,0.0023545,8.63057304783114,8.29065614585124e-07,4.13091863846907e-06,3.21882738544922e-07,2556,0.379489713,324.648512614286,91.707562,22.00981488,144,"CZE",1,0,1,0,0.073653893,0.22096168,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0.035883737,0.8,0.003588374,0.003588374,3.58837e-05,5,1.3123e-06,700,2.14304e-05,16,"CZE",18288.284,0.735384628,31.49265229,23.08401632,"EURA",0.077997143
145,"DNK","Denmark","Europe","EU",5479000,NA,NA,NA,NA,NA,NA,NA,0.895,5479000,0.999760276036813,0.999327292273132,0.999920390794851,0,0,0,NA,NA,NA,NA,763.266666666667,0.379489713,234.0454485,63.45479789,28.21771138,145,"DNK",0,0,1,0,0,0,NA,NA,14,4,5,NA,NA,NA,4,10,50,NA,0.095050496,0.5,0.00950505,0.00950505,9.50505e-05,5,0,700,0,16,"DNK",56147.143,1.540406859,51.71559259,37.90736876,"EURA",0.151396094
146,"EST","Estonia","Europe","EasternEurope",1338000,NA,0.367,0.567,0.223159701262248,0.190195813451827,0.248915157200153,0.467,0.835,1338000,0.999467729864611,0.998710645353963,0.999790530697549,0.0008416,0.0001529,0.0023545,1.5341334466085,1.14658703035015e-06,5.71300709012099e-06,4.45159667481664e-07,2556,0.379489713,503.8937499,67.6533444196,28.10618424,146,"EST",1,0,1,0,0.073653893,0.22096168,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0.035883737,0.8,0.003588374,0.003588374,3.58837e-05,5,1.81489e-06,700,2.14304e-05,16,"EST",14835.96,0.801140911,29.59382502,21.68589423,"EURC",0.030109683
147,"FIN","Finland","Europe","EU",5346000,NA,NA,NA,NA,NA,NA,NA,0.882,5346000,0.999715044432975,0.999228053368011,0.999900550630269,0,0,0,NA,NA,NA,NA,763.266666666667,0.379489713,234.0454485,63.45479789,28.21771138,147,"FIN",0,0,1,0,0,0,NA,NA,14,4,5,NA,NA,NA,4,10,50,NA,0.095050496,0.5,0.00950505,0.00950505,9.50505e-05,5,0,700,0,16,"FIN",44488.643,1.286339751,43.0620193,31.56432641,"EURA",0.129758067
148,"FRA","France","Europe","EU",62634000,NA,NA,NA,NA,NA,NA,NA,0.884,62634000,0.999722521842154,0.999244222966664,0.999903783853172,0,0,0,NA,NA,NA,NA,763.266666666667,0.379489713,234.0454485,63.45479789,28.21771138,148,"FRA",0,0,1,0,0,0,NA,NA,14,4,5,NA,NA,NA,4,10,50,NA,0.095050496,0.5,0.00950505,0.00950505,9.50505e-05,5,0,700,0,16,"FRA",41018.597,1.203701877,39.15386016,28.6996579,"EURA",0.119930353
149,"GEO","Georgia","Europe","Eurasia",4218000,NA,0.111,0.311,0.472427927432171,0.402643548306825,0.526952093757865,0.211,0.733,4218000,0.997936533506186,0.996232870423883,0.998955173725212,0.0066513,0.0010548,0.0066513,241.135485723168,5.71682042966259e-05,3.89561968349721e-05,0.000151199637407787,763.266666666667,0.379489713,234.0454485,27.32788137,2.581397556,149,"GEO",1,0,1,0,0,0,NA,NA,14,5.5,5,NA,5.5,NA,5.5,10,50,NA,0.005744133,0.7,5.74413e-05,5.74413e-05,5.74413e-05,5,2.66e-06,700,2.82124e-05,16,"GEO",2658.018,0.519761764,4.837963551,3.54583664,"EURB",0.038487083
150,"DEU","Germany","Europe","EU",82056000,NA,NA,NA,NA,NA,NA,NA,0.905,82056000,0.999790122223047,0.999394864386728,0.999932970914452,0,0,0,NA,NA,NA,NA,763.266666666667,0.379489713,234.0454485,63.45479789,28.21771138,150,"DEU",0,0,1,0,0,0,NA,NA,14,4,5,NA,NA,NA,4,10,50,NA,0.095050496,0.5,0.00950505,0.00950505,9.50505e-05,5,0,700,0,16,"DEU",40631.243,1.127603107,38.31279312,28.08315837,"EURA",0.115628959
151,"GRC","Greece","Europe","EasternEurope",11183000,NA,0.367,0.567,0.223159701262248,0.190195813451827,0.248915157200153,0.467,0.861,11183000,0.999623271055446,0.999032748292608,0.999861249357613,0.0008416,0.0001529,0.0023545,0,0,0,0,2556,0.379489713,324.648512614286,67.6533444196,23.238522682,151,"GRC",0,0,1,0,0.073653893,0.22096168,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0.035883737,0.8,0.003588374,0.003588374,3.58837e-05,5,0,700,2.14304e-05,16,"GRC",27301.544,0.960177332,32.26476818,23.64997487,"EURA",0.098620612
152,"HUN","Hungary","Europe","EasternEurope",9972000,NA,0.367,0.567,0.223159701262248,0.190195813451827,0.248915157200153,0.467,0.816,9972000,0.999314818274414,0.99842215744033,0.999717049663936,0.0008416,0.0001529,0.0023545,5.41550141132534,5.43070739202301e-07,2.70591494703417e-06,2.10845913378674e-07,2556,0.379489713,324.648512614286,67.6533444196,37.33807881,152,"HUN",1,0,1,0,0.073653893,0.22096168,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0.035883737,0.8,0.003588374,0.003588374,3.58837e-05,5,8.59608e-07,700,2.14304e-05,16,"HUN",12879.296,0.687321413,27.46371937,20.12498598,"EURC",0.027998315
153,"ISL","Iceland","Europe","EU",330000,NA,NA,NA,NA,NA,NA,NA,0.898,330000,0.999769650044087,0.999348319638598,0.99992439453929,0,0,0,NA,NA,NA,NA,763.266666666667,0.379489713,234.0454485,63.45479789,28.21771138,153,"ISL",0,0,1,0,0,0,NA,NA,14,4,5,NA,NA,NA,4,10,50,NA,0.095050496,0.5,0.00950505,0.00950505,9.50505e-05,5,0,700,0,16,"ISL",39025.702,1.065678852,36.48911081,26.7464049,"EURA",0.106338442
154,"IRL","Ireland","Europe","EU",4589000,NA,NA,NA,NA,NA,NA,NA,0.908,4589000,0.999798329380222,0.999413787078099,0.999936341919065,0,0,0,NA,NA,NA,NA,763.266666666667,0.379489713,234.0454485,63.45479789,28.21771138,154,"IRL",0,0,1,0,0,0,NA,NA,14,4,5,NA,NA,NA,4,10,50,NA,0.095050496,0.5,0.00950505,0.00950505,9.50505e-05,5,0,700,0,16,"IRL",45688.759,1.185188026,45.34090488,33.23474246,"EURA",0.128803984
155,"ITA","Italy","Europe","EU",60098000,NA,NA,NA,NA,NA,NA,NA,0.874,60098000,0.999683065424665,0.999159843703552,0.999887098350228,0,0,0,NA,NA,NA,NA,763.266666666667,0.379489713,234.0454485,63.45479789,28.21771138,155,"ITA",0,0,1,0,0,0,NA,NA,14,4,5,NA,NA,NA,4,10,50,NA,0.095050496,0.5,0.00950505,0.00950505,9.50505e-05,5,0,700,0,16,"ITA",34058.72,1.158759289,37.18568355,27.25699056,"EURA",0.115563243
156,"LVA","Latvia","Europe","EasternEurope",2242000,NA,0.367,0.567,0.223159701262248,0.190195813451827,0.248915157200153,0.467,0.805,2242000,0.999206964459924,0.998237053153178,0.99966103669898,0.0008416,0.0001529,0.0023545,2.32352769085406,1.03636382286086e-06,5.16380676845867e-06,4.02365771252341e-07,2556,0.379489713,340.6280874,144.1118831,22.83355884,156,"LVA",1,0,1,0,0.073653893,0.22096168,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0.035883737,0.8,0.003588374,0.003588374,3.58837e-05,5,1.64042e-06,700,2.8992e-05,16,"LVA",10694.594,0.739573366,24.76968082,18.15083647,"EURC",0.027137371
157,"LTU","Lithuania","Europe","EasternEurope",3254000,NA,0.367,0.567,0.223159701262248,0.190195813451827,0.248915157200153,0.467,0.81,3254000,0.999257945455214,0.99832913745049,0.999687332398413,0.0008416,0.0001529,0.0023545,5.11119195602483,1.57074122803467e-06,7.82640613836966e-06,6.09836518522387e-07,2556,0.379489713,445.4367297,67.6533444196,22.06750771,157,"LTU",1,0,1,0,0.073653893,0.22096168,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0.035883737,0.8,0.003588374,0.003588374,3.58837e-05,5,2.48627e-06,700,1.93608e-05,16,"LTU",11043.838,0.642634963,23.78910772,17.43228777,"EURC",0.025672268
158,"LUX","Luxembourg","Europe","EU",492000,NA,NA,NA,NA,NA,NA,NA,0.867,492000,0.999652154201428,0.999093969767822,0.999873843015367,0,0,0,NA,NA,NA,NA,763.266666666667,0.379489713,234.0454485,63.45479789,28.21771138,158,"LUX",0,0,1,0,0,0,NA,NA,14,4,5,NA,NA,NA,4,10,50,NA,0.095050496,0.5,0.00950505,0.00950505,9.50505e-05,5,0,700,0,16,"LUX",108831.704,1.337273898,52.34691857,38.37012874,"EURA",0.122739398
159,"MLT","Malta","Europe","EasternEurope",408000,NA,0.367,0.567,0.223159701262248,0.190195813451827,0.248915157200153,0.467,0.832,408000,0.99944607613334,0.998665191643931,0.99978035580131,0.0008416,0.0001529,0.0023545,0,0,0,0,2556,0.379489713,324.648512614286,67.6533444196,23.238522682,159,"MLT",0,0,1,0,0.073653893,0.22096168,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0.035883737,0.8,0.003588374,0.003588374,3.58837e-05,5,0,700,2.14304e-05,16,"MLT",19746.38,0.79647242,9.829974206,7.205340565,"EURA",0.077327142
160,"MCO","Monaco","Europe","EU",33105,NA,NA,NA,NA,NA,NA,NA,0.946,33105.07248,0.999878326181259,0.999607957873765,0.999965603055458,0,0,0,NA,NA,NA,NA,763.266666666667,0.379489713,234.0454485,63.45479789,28.21771138,160,"MCO",0,0,1,0,0,0,NA,NA,14,4,5,NA,NA,NA,4,10,50,NA,0.095050496,0.5,0.00950505,0.00950505,9.50505e-05,5,0,700,0,16,"FRA",41018.597,1.203701877,54.31102868,39.80981535,"EURA",0.108333169
161,"NLD","Netherlands","Europe","EU",16653000,NA,NA,NA,NA,NA,NA,NA,0.91,16653000,0.999803621770505,0.999424719232103,0.999938494525334,0,0,0,NA,NA,NA,NA,763.266666666667,0.379489713,234.0454485,63.45479789,28.21771138,161,"NLD",0,0,1,0,0,0,NA,NA,14,4,5,NA,NA,NA,4,10,50,NA,0.095050496,0.5,0.00950505,0.00950505,9.50505e-05,5,0,700,0,16,"NLD",47172.14,1.157185405,39.57676923,29.00964894,"EURA",0.115306218
162,"NOR","Norway","Europe","EU",4857000,NA,NA,NA,NA,NA,NA,NA,0.943,4857000,0.999873374149535,0.99959507115757,0.999963911968903,0,0,0,NA,NA,NA,NA,763.266666666667,0.379489713,234.0454485,63.45479789,28.21771138,162,"NOR",0,0,1,0,0,0,NA,NA,14,4,5,NA,NA,NA,4,10,50,NA,0.095050496,0.5,0.00950505,0.00950505,9.50505e-05,5,0,700,0,16,"NOR",84443.634,1.623525581,55.84587292,40.93485142,"EURA",0.147293143
163,"POL","Poland","Europe","EasternEurope",38038000,0.624,0.524,0.724,0.114515094325996,0.097599572837975,0.127731586593443,0.624,0.813,38038000,0.999286948255557,0.998376366291749,0.999703054168595,0.0008416,0.0001529,0.0023545,1.50936843738293,3.9680541494898e-08,1.16054552459906e-06,2.79519777166209e-09,2556,0.379489713,324.648512614286,67.6533444196,20.50986589,163,"POL",1,0,1,0,0.073653893,0.22096168,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0.119934381,0.8,0.003588374,0.003588374,3.58837e-05,5,1.44745e-06,700,1.84026e-07,16,"POL",12300.126,0.649557943,23.15937471,16.97395165,"EURB",0.046846566
164,"PRT","Portugal","Europe","EU",10733000,NA,NA,NA,NA,NA,NA,NA,0.809,10733000,0.999248018232937,0.998313091634538,0.999681972183914,0,0,0,NA,NA,NA,NA,763.266666666667,0.379489713,234.0454485,63.45479789,28.21771138,164,"PRT",0,0,1,0,0,0,NA,NA,14,4,5,NA,NA,NA,4,10,50,NA,0.095050496,0.5,0.00950505,0.00950505,9.50505e-05,5,0,700,0,16,"PRT",21558.78,0.928346339,26.92323476,19.73464746,"EURA",0.091856591
165,"MDA","Moldova","Europe","EasternEurope",3707000,NA,0.367,0.567,0.223159701262248,0.190195813451827,0.248915157200153,0.467,0.649,3707000,0.993720492316843,0.990156730194228,0.996156513079466,0.0008416,0.0001529,0.0023545,0,0,0,0,2556,0.379489713,324.648512614286,67.6533444196,23.238522682,165,"MDA",1,0,1,0,0.073653893,0.22096168,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0.035883737,0.8,0.003588374,0.003588374,3.58837e-05,5,0,700,7.55328e-06,16,"MDA",1630.408,0.528892355,3.956433843,2.899213123,"EURC",0.019235557
166,"ROU","Romania","Europe","EasternEurope",21190000,NA,0.367,0.567,0.223159701262248,0.190195813451827,0.248915157200153,0.467,0.781,21190000,0.998909106708325,0.997739490877571,0.999507596666295,0.0008416,0.0001529,0.0023545,24.9507891353055,1.17747943064207e-06,5.86693217145104e-06,4.57153567881414e-07,2556,0.379489713,324.648512614286,85.15702185,16.50736116,166,"ROU",1,0,1,0,0.073653893,0.22096168,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0.035883737,0.8,0.003588374,0.003588374,3.58837e-05,5,1.86379e-06,700,2.2841e-05,16,"ROU",7542.252,0.63593344,5.501794429,4.032371072,"EURB",0.039241177
167,"SMR","San Marino","Europe","EU",29198,NA,NA,NA,NA,NA,NA,NA,0.944,29197.53728,0.999875046822088,0.999599517686661,0.99996447757688,0,0,0,NA,NA,NA,NA,763.266666666667,0.379489713,234.0454485,63.45479789,28.21771138,167,"SMR",0,0,1,0,0,0,NA,NA,14,4,5,NA,NA,NA,4,10,50,NA,0.095050496,0.5,0.00950505,0.00950505,9.50505e-05,5,0,700,0,16,"ITA",34058.72,1.158759289,39.02701285,28.60667922,"EURA",0.104288336
168,"SRB","Serbia and Montenegro","Europe","EasternEurope",10525000,NA,0.367,0.567,0.223159701262248,0.190195813451827,0.248915157200153,0.467,0.766,10525000,0.998668581389161,0.997360786350378,0.9993719435741,0.0001529,0.0001529,0.0023545,8.07298933287669,7.67029865356455e-07,3.82181809415529e-06,2.97797507535309e-07,2556,0.379489713,170.3140437,67.6533444196,20.96172846,168,"SRB",1,0,1,0,0,0,NA,NA,14,5,5,NA,5,NA,5,10,50,NA,0.035883737,0.8,0.003588374,0.003588374,3.58837e-05,5,6.05758e-22,700,1.73872e-05,16,"SRB",5233.213,0.48320593,3.614380358,2.649048958,"EURB",0.031408385
169,"SVK","Slovakia","Europe","EasternEurope",5411000,NA,0.367,0.567,0.223159701262248,0.190195813451827,0.248915157200153,0.467,0.834,5411000,0.999460607627919,0.998695668554081,0.999787192537246,0.0008416,0.0001529,0.0023545,3.38418234907477,6.25426418235957e-07,3.11626197327546e-06,2.42820308451548e-07,2556,0.379489713,324.648512614286,67.6533444196,26.2729064,169,"SVK",1,0,1,0,0.073653893,0.22096168,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0.035883737,0.8,0.003588374,0.003588374,3.58837e-05,5,9.89966e-07,700,2.95694e-06,16,"SVK",16103.985,0.727744987,8.5248697,6.248041147,"EURB",0.055307994
170,"SVN","Slovenia","Europe","EasternEurope",2025000,NA,0.367,0.567,0.223159701262248,0.190195813451827,0.248915157200153,0.467,0.884,2025000,0.999722521842154,0.999244222966664,0.999903783853172,0.0008416,0.0001529,0.0023545,2.87719590001254,1.42083748148767e-06,7.0794927823053e-06,5.51636748072568e-07,2556,0.379489713,340.6280874,67.6533444196,23.58194451,170,"SVN",1,0,1,0,0.073653893,0.22096168,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0.035883737,0.8,0.003588374,0.003588374,3.58837e-05,5,2.24899e-06,700,9.87654e-07,16,"SVN",23705.694,0.845713785,6.14382343,4.503403494,"EURA",0.084513233
171,"ESP","Spain","Europe","EU",45317000,NA,NA,NA,NA,NA,NA,NA,0.878,45317000,0.999699479870183,0.999194669781915,0.999894037755208,0,0,0,NA,NA,NA,NA,763.266666666667,0.379489713,234.0454485,63.45479789,28.21771138,171,"ESP",0,0,1,0,0,0,NA,NA,14,4,5,NA,NA,NA,4,10,50,NA,0.095050496,0.5,0.00950505,0.00950505,9.50505e-05,5,0,700,0,16,"ESP",30639.295,1.03017878,33.28902477,24.40075178,"EURA",0.103599162
172,"SWE","Sweden","Europe","EU",9294000,NA,NA,NA,NA,NA,NA,NA,0.904,9294000,0.999787312958114,0.999388424300309,0.999931808029792,0,0,0,NA,NA,NA,NA,763.266666666667,0.379489713,234.0454485,63.45479789,28.21771138,172,"SWE",0,0,1,0,0,0,NA,NA,14,4,5,NA,NA,NA,4,10,50,NA,0.095050496,0.5,0.00950505,0.00950505,9.50505e-05,5,0,700,0,16,"SWE",48874.608,1.285109148,43.35394225,31.77830503,"EURA",0.127884983
173,"CHE","Switzerland","Europe","EU",7597000,NA,NA,NA,NA,NA,NA,NA,0.903,7597000,0.999784466098595,0.999381915718381,0.999930624968247,0,0,0,NA,NA,NA,NA,763.266666666667,0.379489713,234.0454485,63.45479789,28.21771138,173,"CHE",0,0,1,0,0,0,NA,NA,14,4,5,NA,NA,NA,4,10,50,NA,0.095050496,0.5,0.00950505,0.00950505,9.50505e-05,5,0,700,0,16,"CHE",67245.997,1.614044143,53.98886727,39.57367204,"EURA",0.1570066
